Posição 1,Posição 2,Posição 3,Posição 4,Posição 5,Posição 6,Posição 7,Posição 8,Posição 9,Posição 10,Posição 11,Posição 12,Posição 13,Posição 14,Posição 15,Posição 16,Posição 17,Posição 18,Posição 19,Posição 20,Posição 21,Posição 22,Posição 23,Posição 24,Posição 25,Posição 26,Posição 27,Posição 28,Posição 29,Posição 30,Posição 31,Posição 32,Posição 33,Posição 34,Posição 35,Posição 36,Posição 37,Posição 38,Posição 39,Posição 40,Posição 41,Posição 42,Melhor jogada,Probabilidade de vitória (%)
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,X,X,O,X,X,X,O,X,6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.13477537437604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,29.192938209331654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,16.347488204274217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,57.02364394993046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.054844606946986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,39.216696727647516
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,3,41.57088122605364
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,4,56.50076180802438
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,2,26.669403393541323
,,,,,,,,,,,,,,,,X,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,3,50.99457504520796
,,,,,,,,,,,,,,,,X,O,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,4,56.06715848384635
,,,,,,,,,,,,,,,,X,O,,,,,,O,X,,,,,,X,O,X,,,,O,X,X,O,,,5,22.369819341126462
,,,,,,,,,,,,,,,,X,O,,,,,,O,X,,,,,,X,O,X,,,,O,X,X,O,O,,2,66.062421185372
,,,,,,,,,X,,,,,,,X,O,,,,,,O,X,,,,,,X,O,X,,,,O,X,X,O,O,,1,17.588316065410062
,,,,,,,,,X,,,,,,,X,O,,,,,,O,X,,,,,O,X,O,X,,,,O,X,X,O,O,,0,77.17258939444261
,,,,,,,,,X,,,,,,,X,O,,,,,,O,X,,,,,O,X,O,X,,,X,O,X,X,O,O,,4,17.730603611090125
,,,,,,,,,X,,,,,,,X,O,,,,,,O,X,O,,,,O,X,O,X,,,X,O,X,X,O,O,,5,77.66013964784456
,,,,,,,,,X,,,,,,,X,O,,,,,,O,X,O,,,,O,X,O,X,X,,X,O,X,X,O,O,,3,17.501833292593496
,,,,,,,,,X,O,,,,,,X,O,,,,,,O,X,O,,,,O,X,O,X,X,,X,O,X,X,O,O,,5,78.94065635096072
,,,,,,,,,X,O,,,,,,X,O,,,,,,O,X,O,X,,,O,X,O,X,X,,X,O,X,X,O,O,,5,25.24012393493416
,,,,,,,,,X,O,,,,,,X,O,,O,,,,O,X,O,X,,,O,X,O,X,X,,X,O,X,X,O,O,,3,75.47701790046555
,,,X,,,,,,X,O,,,,,,X,O,,O,,,,O,X,O,X,,,O,X,O,X,X,,X,O,X,X,O,O,,5,26.273191972737596
,,,X,,,,,,X,O,,O,,,,X,O,,O,,,,O,X,O,X,,,O,X,O,X,X,,X,O,X,X,O,O,,6,78.12256464753808
,,,X,,,,,,X,O,,O,,,,X,O,,O,,,,O,X,O,X,,,O,X,O,X,X,,X,O,X,X,O,O,X,2,12.817856784843118
,,O,X,,,,,,X,O,,O,,,,X,O,,O,,,,O,X,O,X,,,O,X,O,X,X,,X,O,X,X,O,O,X,0,91.52476655142331
,,O,X,,,,,,X,O,,O,,,,X,O,,O,,,,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,0,9.175317778463015
,,O,X,,,,,,X,O,,O,,,,X,O,,O,,O,,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,0,92.56141556433603
,,O,X,,,,,,X,O,,O,,X,,X,O,,O,,O,,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,1,6.774642981539533
,,O,X,,,,,,X,O,,O,,X,,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,1,93.99281552811905
,,O,X,,,,,,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,1,5.662128712871287
,,O,X,,,,,O,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,0,94.94281705709791
,,O,X,,,,X,O,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,0,2.86291250223665
O,,O,X,,,,X,O,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,,X,O,X,X,O,O,X,6,98.83604254465182
O,,O,X,,,,X,O,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,X,X,O,X,X,O,O,X,1,0.6714944042132982
O,O,O,X,,,,X,O,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,,X,O,X,O,X,X,X,X,O,X,X,O,O,X,6,99.76457359710462
O,O,O,X,,,,X,O,X,O,,O,,X,X,X,O,,O,,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,6,0.10066872797871575
O,O,O,X,,,,X,O,X,O,,O,,X,X,X,O,,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,6,100.0
O,O,O,X,,,,X,O,X,O,,O,X,X,X,X,O,,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,4,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.025078369905955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,27.59807295251204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.181848515181848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,57.056451612903224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,29.57696409527195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,41.11930294906166
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.25634178905207
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,23.051735428945644
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,53.71493555724033
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,17.17472118959108
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,70.16489988221437
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,15.172984909827015
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,74.36613958560524
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,16.706260480715486
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,73.60985996232905
,,,,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,15.989335639141085
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,6,72.63054574008638
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,4,15.147979208655988
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,2,82.91372674791533
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,5,7.307086614173228
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,O,,,O,X,X,X,O,X,5,90.57397451214656
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,X,,,,X,O,X,O,,,O,X,X,X,O,X,5,9.085031435323494
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,,O,X,X,X,O,X,0,86.84708148993863
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,4.729910415830994
,,O,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,4,96.04090664433946
,,O,O,X,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,5,1.8298545420711472
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,0,98.36329575705788
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,1.0131500298864315
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.6792095289659
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.2762509208364028
,,O,O,X,O,,,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.77929106960649
,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.16742844572629725
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,6,100.0
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,X,X,O,X,X,X,O,X,6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.02154750244858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,29.09579230080573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.016778523489933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.80028735632183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,27.780239255649093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,41.6998191681736
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,3,43.17447495961228
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,4,53.30578512396694
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,2,29.28517964071856
,,,,,,,,,,,,,,,,X,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,O,,,4,58.62740326113409
,,,,,,,,,,,,,,,,X,,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,3,31.252911038658592
,,,,,,,,,,,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,3,66.23498498498499
,,,,,,,,,,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,2,40.22155943757989
,,,,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,3,59.081779053084645
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,,O,X,X,O,,,0,47.171234598943926
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,,X,O,O,,,X,O,X,X,O,,,1,56.538917423943104
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,,O,X,O,O,,,X,O,X,X,O,,,0,48.6438753626845
,,,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,X,O,X,O,O,,,X,O,X,X,O,,,2,50.663637450675594
,,O,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,,,,X,O,X,O,O,,,X,O,X,X,O,,,4,55.88931247535165
,,O,O,,,,,,X,O,,,,,,X,X,,,,,,O,X,X,,,X,O,X,O,O,,,X,O,X,X,O,,,4,39.43409742120344
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,,X,O,X,O,O,,,X,O,X,X,O,,,6,69.5881888208572
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,,X,O,X,O,O,,,X,O,X,X,O,,X,6,20.5785426583669
,,O,O,,,,,,X,O,,,,,,X,X,O,,,,,O,X,X,,,X,O,X,O,O,,O,X,O,X,X,O,,X,0,84.43075898801598
,,O,O,,,,,,X,O,,,,,,X,X,O,,,X,,O,X,X,,,X,O,X,O,O,,O,X,O,X,X,O,,X,0,9.272452883164286
,,O,O,,,,,,X,O,,,,O,,X,X,O,,,X,,O,X,X,,,X,O,X,O,O,,O,X,O,X,X,O,,X,6,92.23385200940334
,,O,O,,,,,,X,O,,,,O,,X,X,O,,,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,6,4.758746916363829
,,O,O,,,,,,X,O,,,,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,6,96.28838451268358
,,O,O,,,,,,X,O,,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,6,1.7059965267136583
,,O,O,,,O,,,X,O,,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,0,99.12899997295031
,,O,O,,,O,X,,X,O,,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,0,0.48018099129671954
O,,O,O,,,O,X,,X,O,,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,4,99.89453169781038
O,,O,O,,,O,X,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,4,0.11554379109682571
O,,O,O,O,,O,X,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,,X,5,100.0
O,,O,O,O,,O,X,,X,O,X,,X,O,,X,X,O,,O,X,,O,X,X,,X,X,O,X,O,O,,O,X,O,X,X,O,X,X,5,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.77697841726619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,30.790802019068984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,14.317745035233825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,55.463474524248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.65096499836441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,39.50786056049214
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.81503316138541
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,25.71428571428571
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,54.178217821782184
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,14.75598526703499
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,70.3894472361809
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,15.624428597549828
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,73.60930501372634
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,17.2790963683157
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,75.81328812122496
,,,,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,16.721467967755622
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,6,72.74327495937895
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,4,14.258381166292322
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,0,84.43728731161886
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,X,5,9.29793922458959
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,O,,X,O,X,X,X,O,X,5,92.25934502150182
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,5,9.085725147310397
,,,O,,,,,,,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,89.86457823462229
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,4.309415428845233
,,O,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,4,96.07173106691201
,,O,O,X,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,5,1.5349476889827594
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,0,98.70428273640326
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,0.7602459016393442
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.72513570705676
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.23825649460596973
,,O,O,X,O,,,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.79357664799488
,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.13868124950822253
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,6,100.0
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,X,X,O,X,X,X,O,X,6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.65923984272608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,29.269972451790633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,14.471243042671613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,55.96205962059621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.663700407860585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,40.91350826044703
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.607868020304565
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,23.673206818912835
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,54.86867392696989
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,16.68016194331984
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,69.21755220724293
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,15.250481695568402
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,72.34184451219512
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,16.798418972332016
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,75.1391571055322
,,,,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,16.95315337126256
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,6,71.54671924635775
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,4,14.409660107334526
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,0,83.39427388754743
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,X,5,9.220494977271452
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,O,,X,O,X,X,X,O,X,5,91.88141701230707
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,5,8.496033540219491
,,,O,,,,,,,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,87.27476950437591
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,5.64516129032258
,,O,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,4,93.90231201832951
,,O,O,X,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,5,2.097876269621422
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,0,98.15717512780883
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,1.0828640922267019
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.64439591571741
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.2729982587138093
,,O,O,X,O,,,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.74285300367008
,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.1785621187633596
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,6,100.0
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,X,X,O,X,X,X,O,X,6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.22368421052632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,28.471337579617835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.123094958968347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.459422283356254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.785791173304627
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,39.97641509433962
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,41.327466079941324
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,27.562326869806093
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,53.05951383067896
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,16.10718492343934
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,67.97302223842509
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.226932668329177
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,74.75166910926559
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,16.03288062902073
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,75.87854798223596
,,,,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,16.64826824893059
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,6,72.25229826353421
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,4,15.29001844640295
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,2,83.88332351208014
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,5,7.190233022245701
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,O,,,O,X,X,X,O,X,5,90.35050563879918
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,X,,,,X,O,X,O,,,O,X,X,X,O,X,5,8.779118136439267
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,,O,X,X,X,O,X,0,86.97954902988988
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,4.475481067659839
,,O,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,4,95.74112324186092
